objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"Empires: Age of Discovery – World Variant Components","185041","0","0","0","1","0","0","0","0","0","0","0","3","","75-3","","","","124140736","5.55511","7.26438","2.8","0","593","thing","Empires: Age of Discovery – World Variant Components","2","6","150","150","50","2015","2,3,4,5,6","3,4,5,6","10+","","","","","","","expansion","","Eagle-Gryphon Games","English","2015","English edition"
"Enciklopédia","351526","0","0","0","1","0","0","0","0","0","0","0","3","","75-5","","","","102130313","6.49935","7.32822","3.0397","1295","6622","thing","Encyclopedia","1","4","120","120","60","2022","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.; Holy Grail Games","Hungarian","2022","Hungarian edition"
"Endeavor: Az ismeretlen vizek hódítói","233398","0","0","0","1","0","0","0","0","0","0","0","3","","76-3","","","","98923255","7.37114","7.8538","2.8491","195","12801","thing","Endeavor: Age of Sail","2","5","90","90","60","2022","2,3,4,5","4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Reflexshop","Hungarian","2022","Hungarian edition"
"Építőmesterek: Középkor","144553","0","0","0","1","0","0","0","0","0","0","0","3","","04-3","","","","53483679","6.1369","6.4726","1.8198","2443","7016","thing","The Builders: Middle Ages","2","4","30","30","30","2014","2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2014","Hungarian edition"
"Equinox","329450","0","0","0","1","0","0","0","0","0","0","0","3","","05-2","","","","88475825","6.06226","6.68954","2.0377","2786","4764","thing","Equinox","2","5","60","60","40","2021","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","Piatnik; Plan B Games","Hungarian","2021","Hungarian edition (Stag)"
"Az erdő","391163","0","0","0","1","0","0","0","0","0","0","0","3","","03-5","","","","111805080","7.42347","7.72873","2.1991","160","32065","thing","Forest Shuffle","2","5","60","60","40","2023","2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"Az erdő mélyén","376740","0","0","0","1","0","0","0","0","0","0","0","3","","78-5","","","","131248751","6.02516","7.04981","2.9","2969","3542","thing","Undergrove","1","4","75","75","60","2025","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Reflexshop","Hungarian","2025","Hungarian edition"
"Escape Tales: Children of Wyrmwoods","299800","0","0","0","1","0","0","0","0","0","0","0","3","","01-5","","","","136786365","5.84095","7.00984","2.5263","4279","2530","thing","Escape Tales: Children of Wyrmwoods","1","4","450","450","450","2020","1,2","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Board&Dice","English","2020","English edition"
"Escape Tales: Low Memory","282291","0","0","0","1","0","0","0","0","0","0","0","3","","01-5","","","","136786353","5.84018","6.61986","2.5","4286","2999","thing","Escape Tales: Low Memory","1","4","540","540","360","2019","1,2","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Board&Dice","English","2019","English edition"
"Escape Tales: The Awakening","253214","0","0","0","1","0","0","0","0","0","0","0","3","","01-5","","","","136786384","6.32468","7.00083","2.1311","1751","5600","thing","Escape Tales: The Awakening","1","4","360","360","180","2018","1,2,3","2","14+","Unplayable in another language","","","","","","standalone","","Board&Dice; Lockme","English","2018","English edition"
"Escape: A Templom átka","113294","0","0","0","1","0","0","0","0","0","0","0","3","","14-4","","","","54165046","6.75392","6.95018","1.478","808","22002","thing","Escape: The Curse of the Temple","1","5","10","10","10","2013","1,2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","Queen Games","Czech; Hungarian; Slovak","2013","Czech/Hungarian/Slovak edition"
"Ethnos","206718","0","0","0","1","0","0","0","0","0","0","0","3","","63-4","","","","95396225","7.16851","7.45769","2.1118","326","16536","thing","Ethnos","2","6","60","60","45","2018","2,3,4,5,6","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Delta Vision Publishing","Hungarian","2018","Hungarian edition"
"Everdell: Az Örökfa Árnyékában","199792","0","0","0","1","0","0","0","0","0","0","0","3","","79-4
fa összerakva 79-5","","","","67828771","7.81633","7.99169","2.8271","41","99426","thing","Everdell","1","4","80","80","40","2019","1,2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Gém Klub Kft.","Hungarian","2019","Hungarian edition"
"Everdell: Fagybérc","289056","0","0","0","1","0","0","0","0","0","0","0","3","","79-4","","","","86044748","7.22282","8.27772","2.9529","0","15212","thing","Everdell: Spirecrest","1","4","100","100","40","2021","1,2,3,4","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","Gém Klub Kft.","Hungarian","2021","Hungarian edition"
"Everdell: Örökpart","394106","0","0","0","1","0","0","0","0","0","0","0","3","","79-5","","","","124878855","6.66122","7.84144","2.8235","962","6846","thing","Everdell Farshore","1","4","80","80","40","2024","1,2,3,4","2,3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Gém Klub Kft.","Hungarian","2024","Hungarian edition"
"Evolúció","155703","0","0","0","1","0","0","0","0","0","0","0","3","","71-2","","","","53483723","6.79136","7.01218","2.4266","752","24752","thing","Evolution","2","6","60","60","60","2015","2,3,4,5,6","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Gém Klub Kft.; North Star Games, LLC","Hungarian","2015","Hungarian edition"
"Évszakok","108745","0","0","0","1","0","0","0","0","0","0","0","3","","77-4","","","","53767437","7.15331","7.33897","2.7832","340","31380","thing","Seasons","2","4","60","60","60","2013","2,3","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Gém Klub Kft.; Libellud","Hungarian","2013","Hungarian edition"
"EXIT: The Game – The Secret of the Premiere","206943","0","0","0","1","0","0","0","0","0","0","0","3","","61-5
*","","","","100171348","5.59052","6.602","1","9681","350","thing","EXIT: The Game – The Secret of the Premiere","1","6","45","45","20","2016","1,2,3,4","2","8+","","","","","","","standalone","","","","",""
"Exploding Kittens: 2-Player Edition","356226","0","0","0","1","0","0","0","0","0","0","0","3","","56-3","","","","113288101","5.57118","6.35125","1.1667","10960","1458","thing","Exploding Kittens: 2-Player Edition","2","2","20","20","20","2022","2","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Exploding Kittens","English","2022","English edition"
"Exploding Kittens: Original Edition","172225","0","0","0","1","0","0","0","0","0","0","0","3","","02-4","","","","53483761","5.88062","6.0659","1.08","3922","88303","thing","Exploding Kittens","2","5","15","15","15","2018","3,4,5","4,5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Ad Magic, Inc. (AdMagic Games)","English","2018","AdMagic English v2.1 edition"
"Express 01","127798","0","0","0","1","0","0","0","0","0","0","0","3","","02-1","","","","53766995","5.45943","4.92857","2.9048","28860","407","thing","Express 01","2","4","60","60","60","2012","","2","","No necessary in-game text","","","","","","standalone","","eggertspiele","English; German","2012","English/German edition"
"Az Ezüst-tó kincse","40609","0","0","0","1","0","0","0","0","0","0","0","3","","35-2","","","","62229358","5.50797","6.04359","1.5","22615","159","thing","Az Ezüst-tó kincse","2","6","90","90","60","2016","2,3,4,6","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Retro Games Ltd","Hungarian","2016","Third edition"
"Ezüsthegy építészei","387514","0","0","0","1","0","0","0","0","0","0","0","3","","65-5","","","","128115217","6.49544","7.43581","2.1212","1304","4519","thing","Stonespine Architects","1","5","60","60","45","2024","1,2,3,4,5","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Gém Klub Kft.","Hungarian","2024","Hungarian edition"
"Ezüsthegy építészei: Források és oltárok","417101","0","0","0","1","0","0","0","0","0","0","0","3","","65-5","","","","128115293","5.59774","7.60741","2","0","920","thing","Stonespine Architects: Shrines and Fountains Mini Expansion","1","5","0","0","0","2024","1,2,3,4,5","2,3,4","10+","No necessary in-game text","","","","","","expansion","","Gém Klub Kft.","Hungarian","2024","Hungarian edition"
"Fado ház","373667","0","0","0","1","0","0","0","0","0","0","0","3","","75-4","","","","134567678","6.05107","7.61294","2.8158","2852","2110","thing","House of Fado","1","4","60","60","30","2025","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","Delta Vision Publishing","Hungarian","2025","Hungarian edition"
"A fák népe","423698","0","0","0","1","0","0","0","0","0","0","0","3","","30-4","","","","125624066","5.6","6.56803","2.1","9161","655","thing","Tree Society","2","4","45","45","30","2024","2,3,4","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Gém Klub Kft.","Hungarian","2024","Hungarian edition"
"Family Inc.","325382","0","0","0","1","0","0","0","0","0","0","0","3","","12-1","","","","83376826","5.67844","6.71499","1.1429","6627","546","thing","Family Inc.","2","7","10","10","10","2021","3,4,5,6,7","4,5","6+","No necessary in-game text","","","","","","standalone","","Piatnik","Czech; German; Hungarian; Slovak","2021","Multilingual edition"
"Faművesek","355093","0","0","0","1","0","0","0","0","0","0","0","3","","82-2","","","","107192639","6.97596","7.58872","3.8173","514","10217","thing","Woodcraft","1","4","120","120","60","2022","1,2,3,4","3","14+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2022","Hungarian edition"
"Fánkfaló fenevadak","246696","0","0","0","1","0","0","0","0","0","0","0","3","","06-3","","","","62943054","5.63493","6.58962","1.0909","7754","869","thing","Monster Match","2","6","10","10","10","2018","2,3,4,5,6","3,4,5","4–10","No necessary in-game text","","","","","","standalone","","Reflexshop","Hungarian","2018","Hungarian edition"
"Farkasok","368058","0","0","0","1","0","0","0","0","0","0","0","3","","79-4","","","","109710115","6.61865","7.26589","2.8239","1044","7648","thing","The Wolves","2","5","75","75","75","2023","2,3,4","3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Vagabund","Hungarian","2023","Hungarian edition"
"Fedőnevek","178900","0","0","0","1","0","0","0","0","0","0","0","3","","09-5
60-2","","","","53756258","7.43367","7.52923","1.2572","159","173141","thing","Codenames","2","8","15","15","15","2016","4,5,6,7,8","6,8","10+","Unplayable in another language","","","","","","standalone","","Gém Klub Kft.","Hungarian","2016","Hungarian second edition with Spiel des Jahres award"
"Fedőnevek Disney","220775","0","0","0","1","0","0","0","0","0","0","0","3","","09-5","","","","85198509","6.12515","6.58643","1.2286","2497","11118","thing","Codenames: Disney – Family Edition","2","8","15","15","15","2021","4,5,6,7,8","6","6+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2021","Hungarian edition"
"Fedőnevek: Képekkel","198773","0","0","0","1","0","0","0","0","0","0","0","3","","09-5","","","","53756312","7.00199","7.17991","1.2398","484","43918","thing","Codenames: Pictures","2","8","15","15","15","2017","4,5,6,7,8","6","8+","No necessary in-game text","","","","","","standalone","","Czech Games Edition; Gém Klub Kft.","Hungarian","2017","Hungarian edition"
"Fedőnevek: Négyszemközt","224037","0","0","0","1","0","0","0","0","0","0","0","3","","50-3","","","","93762422","7.24017","7.41453","1.3581","269","53766","thing","Codenames: Duet","2","2","30","30","15","2017","2","2","12+","Unplayable in another language","","","","","","standalone","","Gém Klub Kft.","Hungarian","2017","Hungarian edition"
"A fehér várkastély","371942","0","0","0","1","0","0","0","0","0","0","0","3","","76-4","","","","119250466","7.66605","7.98966","3.0512","76","34355","thing","The White Castle","1","4","80","80","80","2024","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","Reflexshop","Hungarian","2024","Hungarian edition"
"Fekete történetek","18803","0","0","0","1","0","0","0","0","0","0","0","3","","14-5","","","","122459922","5.80687","5.98965","1.2569","4601","10384","thing","Black Stories","2","99","20","20","20","2018","3,4,5,6,7,8,9,10,11","4,5,6","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Reflexshop","Hungarian","2018","Hungarian edition"
"Fekete történetek 2","20750","0","0","0","1","0","0","0","0","0","0","0","3","","14-5","","","","56697202","5.7305","6.14954","1.2083","5621","3712","thing","Black Stories 2","2","15","20","20","20","2018","2,3,4,5,6,7,8,9,10","5,6","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Reflexshop","Hungarian","2018","Hungarian edition"
"Fekete történetek 4","41311","0","0","0","1","0","0","0","0","0","0","0","3","","14-5","","","","127707447","5.54825","6.00088","1.1667","13174","883","thing","Black Stories 4","2","15","45","45","45","2020","3,4,5,6,7,8,9,10","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Reflexshop","Hungarian","2020","Hungarian edition"
"Fekete történetek: És mégis lapos a Föld...","357871","0","0","0","1","0","0","0","0","0","0","0","3","","14-5","","","","127707474","0","7.03333","1","0","62","thing","Black Stories: Carefull Conspiracy","2","99","222","222","2","2023","","","","","","","","","","standalone","","Reflexshop","Hungarian","2023","Hungarian edition"
"Felhők tengere","189052","0","0","0","1","0","0","0","0","0","0","0","3","","32-2","","","","128797874","6.07111","6.62662","1.7097","2746","4832","thing","Sea of Clouds","2","4","45","45","45","2017","2,3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Reflexshop","Hungarian","2017","Hungarian edition"
"Felhőváros","313963","0","0","0","1","0","0","0","0","0","0","0","3","","29-5","","","","86804003","5.87736","6.44747","1.2745","3943","2572","thing","Cloud City","2","4","60","60","30","2021","2,3,4","2","6+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2021","Hungarian edition"
"Fényes díszek","432944","0","0","0","1","0","0","0","0","0","0","0","3","","05-4","","","","126486916","0","7.27321","1.3333","0","62","thing","Fényes díszek","1","6","35","35","25","2024","2,3,4","3,4","","","","","","","","standalone","","Private Moon Studios","Hungarian","2024","Hungarian edition"
"Fesztáv","266192","0","0","0","1","0","0","0","0","0","0","0","3","","62-4","","","","61216145","7.85559","8.00735","2.4751","38","171145","thing","Wingspan","1","5","70","70","40","2019","1,2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Delta Vision Publishing; Stonemaier Games","Hungarian","2019","Hungarian edition"
"Fesztáv: Európai Madarak","290448","0","0","0","1","0","0","0","0","0","0","0","3","","62-4","","","","95191902","7.92703","8.32854","2.4269","0","59099","thing","Wingspan: European Expansion","1","5","70","70","40","2019","1,2,3,4,5","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","Delta Vision Publishing","Hungarian","2019","Hungarian edition"
"Fiesta de los Muertos","285253","0","0","0","1","0","0","0","0","0","0","0","3","","10-4","","","","109031750","6.12382","6.9812","1.1","2502","3466","thing","Fiesta de los Muertos","4","8","15","15","15","2023","4,5,6,7,8","6,7,8","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"FIGUR FIGLE","258314","0","0","0","1","0","0","0","0","0","0","0","3","","23-4","","","","128497718","0","6.79167","0","0","24","thing","Go Figure","2","6","30","30","15","2019","","","","","","","","","","standalone","","Granna","Polish","2019","Polish edition"
"Finca","40628","0","0","0","1","0","0","0","0","0","0","0","3","","30-4","","","","53571534","6.71055","7.06966","2.069","874","8491","thing","Finca","2","5","45","45","45","2010","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","Piatnik","Hungarian","2010","Hungarian edition"
"Find the Source","370687","0","0","0","1","0","0","0","0","0","0","0","3","","76-2","","","","113279684","5.56761","7.26912","2.6","11261","469","thing","Find the Source","1","3","30","30","10","2023","1,2,3","1","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Animus Magnus Games","English","2023","English edition"
"Firkafutam","334379","0","0","0","1","0","0","0","0","0","0","0","3","","11-2","","","","109031519","5.98119","7.30526","1","3223","1556","thing","Doodle Dash","3","7","20","20","15","2023","4,5,6,7","5,6,7","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Chilifox Games; Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"Firkaland","136991","0","0","0","1","0","0","0","0","0","0","0","3","","11-2","","","","53571540","6.50737","6.86588","1.1875","1276","10577","thing","Loony Quest","2","5","30","30","20","2015","2,3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.; Libellud","Hungarian","2015","Hungarian edition"
"First Class: Unterwegs im Orient Express","206941","0","0","0","1","0","0","0","0","0","0","0","3","","77-2","","","","58419886","6.86379","7.40715","2.7931","656","7623","thing","First Class: All Aboard the Orient Express!","2","4","80","80","40","2016","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","Hans im Glück","German","2016","German edition"
"Five Tribes: The Djinns of Naqala","157354","0","0","0","1","0","0","0","0","0","0","0","3","","77-4","","","","53571564","7.61097","7.76491","2.8378","93","58437","thing","Five Tribes: The Djinns of Naqala","2","4","80","80","40","2014","2,3,4","2","12+","No necessary in-game text","","","","","","standalone","","Days of Wonder","English","2014","English (European) first edition"
"Flamme Rouge","199478","0","0","0","1","0","0","0","0","0","0","0","3","","27-2","","","","58988076","7.21915","7.47929","1.6992","284","25043","thing","Flamme Rouge","2","4","45","45","30","2018","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","Reflexshop","Hungarian","2018","Hungarian edition"
"Flamme Rouge: Peloton","229941","0","0","0","1","0","0","0","0","0","0","0","3","","27-2","","","","56697161","6.97487","8.08358","1.8333","0","10253","thing","Flamme Rouge: Peloton","1","12","45","45","30","2018","1,2,3,4,5,6","4","8+","No necessary in-game text","","","","","","expansion","","Reflexshop","Hungarian","2018","Hungarian edition"
"Flash Point: Fire Rescue","100901","0","0","0","1","0","0","0","0","0","0","0","3","","63-1","","","","53665670","6.97179","7.14789","2.1976","523","40316","thing","Flash Point: Fire Rescue","2","6","45","45","45","2012","1,2,3,4,5,6","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Indie Boards & Cards","English","2012","English second edition, first printing"
"Fleet","121297","0","0","0","1","0","0","0","0","0","0","0","3","","03-2","","","","53665837","6.41955","6.82206","2.2392","1497","7030","thing","Fleet","2","4","45","45","30","2015","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Eagle-Gryphon Games","Dutch; French; German","2015","Multilingual first edition"
"Fliegende Teppiche","109936","0","0","0","1","0","0","0","0","0","0","0","3","","04-2","","","","133399412","5.51167","5.85959","1.1667","21455","167","thing","Fliegende Teppiche","2","4","30","30","30","2011","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","Adlung-Spiele","English; French; German; Spanish","2011","English/French/German/Spanish edition"
"Flugreisespiel","111811","0","0","0","1","0","0","0","0","0","0","0","3","","21-1","","","","53571577","0","5.2","1","0","30","thing","Flugreisespiel","2","4","30","30","30","1990","3,4","4","6+","","","","","","","standalone","","Espenlaub","German","1990","Second edition"
"Fluxx","258","0","0","0","1","0","0","0","0","0","0","0","3","","06-4","","","","130240341","5.56283","5.67929","1.3882","11661","32621","thing","Fluxx","2","6","30","30","5","1997","2,3,4,5,6","4","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Focus","789","0","0","0","1","0","0","0","0","0","0","0","3","","60-4","","","","92648700","5.76232","6.48134","2.3836","5151","1775","thing","Focus","2","4","45","45","45","1995","2,3,4","2,4","8+","No necessary in-game text","","","","","","standalone","","KOSMOS","German","1995","KOSMOS German edition"
"Fogda szappant!","236360","0","0","0","1","0","0","0","0","0","0","0","3","","08-3","","","","119582691","5.4845","5.56872","1.0526","27520","1266","thing","Don't Drop the Soap","3","6","15","15","5","2021","3,4,5,6","4,5","18+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Reflexshop","Hungarian","2021","Hungarian edition"
"A Föld","350184","0","0","0","1","0","0","0","0","0","0","0","3","","78-4","","","","106127535","7.35642","7.62874","2.9044","202","32368","thing","Earth","1","5","90","90","45","2023","1,2,3,4","2,3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"Föld a láthatáron: Szellemek szigete","367498","0","0","0","1","0","0","0","0","0","0","0","3","","84-4","","","","117263713","6.98002","8.13407","3.5303","508","11720","thing","Horizons of Spirit Island","1","3","120","120","90","2023","1,2,3","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"Föld és Víz","336929","0","0","0","1","0","0","0","0","0","0","0","3","","54-4","","","","102917094","6.34289","7.07375","1.7368","1703","6234","thing","Land vs Sea","2","4","40","40","40","2022","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","Vagabund","Hungarian","2022","Hungarian edition"
"Folytassa őrmester úr!","261317","0","0","0","1","0","0","0","0","0","0","0","3","","35-2","","","","55977635","0","0","0","0","3","thing","Folytassa őrmester úr!","2","4","90","90","60","0","","","","","","","","","","standalone","","(Unknown)","Hungarian","0","Hungarian edition"
"Footballiser","316383","0","0","0","1","0","0","0","0","0","0","0","3","","13-5","","","","91376849","0","6.14286","2","0","9","thing","Footballiser","2","6","90","90","45","2020","2,3,4,5,6","2,3","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Footballiser Kft.","English","2020","English edition"
"Forever Home","385999","0","0","0","1","0","0","0","0","0","0","0","3","","71-3","","","","113319109","5.82824","6.68588","1.8214","4399","1797","thing","Forever Home","1","5","45","45","20","2023","1,2,3,4,5","2","8+","No necessary in-game text","","","","","","standalone","","Birdwood Games","English","2023","English edition"
"Forgenesis","381023","0","0","0","1","0","0","0","0","0","0","0","3","","50-1","","","","125866202","5.52551","6.32922","2","17333","401","thing","Forgenesis","2","2","15","15","5","2024","2","2","12+","","","","","","","standalone","","ThunderGryph Games","English","2024","English edition"
"Forró nyomon","370444","0","0","0","1","0","0","0","0","0","0","0","3","","09-4","","","","125823212","5.70099","6.97889","1.1","6140","574","thing","Hard to Get","2","12","15","15","15","2024","2,3,4,5,6,7,8,9","5,6","10","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Gém Klub Kft.","Hungarian","2024","Hungarian edition"
"The Fox in the Forest","221965","0","0","0","1","0","0","0","0","0","0","0","3","","56-3","","","","68820464","6.8616","7.06239","1.6","661","37459","thing","The Fox in the Forest","2","2","30","30","30","2017","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Foxtrot Games; Renegade Game Studios","English","2017","English first edition"
"Foxy","359318","0","0","0","1","0","0","0","0","0","0","0","3","","15-5","","","","115133633","5.8226","7.15713","1","4444","1312","thing","Foxy","1","5","15","15","15","2022","1,2,3,4,5","2,3,4,5","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Framework: Egy keret a világ!","353152","0","0","0","1","0","0","0","0","0","0","0","3","","28-2","","","","92645228","6.11801","7.01469","1.7778","2532","1890","thing","Framework","1","4","30","30","30","2022","1,2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","Compaya.hu: Gamer Café Kft.; Edition Spielwiese","Hungarian","2022","Hungarian edition"
"Freeze Factory","327075","0","0","0","1","0","0","0","0","0","0","0","3","","25-2","","","","84245637","5.51228","6.43015","1","21237","68","thing","Freeze Factory","2","4","35","35","25","2021","","","4–14","","","","","","","standalone","","Piatnik","Czech; French; German; Hungarian; Polish; Slovak; Spanish","2021","Multilingual edition"
"Frenetikus forgatás","298102","0","0","0","1","0","0","0","0","0","0","0","3","","65-2","","","","105211410","6.4575","7.39794","2.2133","1398","5472","thing","Roll Camera!: The Filmmaking Board Game","1","6","90","90","45","2023","1,2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Reflexshop","Hungarian","2023","Hungarian edition"
"Fresco","66188","0","0","0","1","0","0","0","0","0","0","0","3","","74-1","","","","53571607","6.97418","7.24108","2.6389","517","16641","thing","Fresco","2","4","60","60","60","2011","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","Piatnik; Queen Games","Czech; Hungarian; Slovak","2011","East-European edition 2011"
"Fröccs","321506","0","0","0","1","0","0","0","0","0","0","0","3","","05-5
*","","","","83375472","5.6189","6.73277","1.52","8327","842","thing","Fröccs","2","6","30","30","30","2020","2,3,4,5,6","3,4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Gém Klub Kft.","Hungarian","2020","Hungarian edition"
"Frui10","249191","0","0","0","1","0","0","0","0","0","0","0","3","","07-5","","","","55678164","0","5.71429","1","0","15","thing","Frui10","2","5","20","20","7","2015","2,3","2","","","","","","","","standalone","","The Brainy Band","English","2015","English edition"
"Fruit Mix","164590","0","0","0","1","0","0","0","0","0","0","0","3","","03-4
*","","","","108824156","5.54805","6.45663","1.5","13203","337","thing","GYÜMI","1","6","25","25","25","2016","3,4,5,6","4,5","6+","No necessary in-game text","","","","","","standalone","","Piatnik","Czech; Dutch; French; German; Hungarian; Italian; Polish; Slovak","2016","Multilingual first edition"
"Fungi","122298","0","0","0","1","0","0","0","0","0","0","0","3","","56-2
*","","","","96450338","6.6583","6.97757","1.7383","968","18828","thing","Morels","2","2","30","30","30","2022","2","2","10+","No necessary in-game text","","","","","","standalone","","Compaya.hu: Gamer Café Kft.; Pegasus Spiele","Hungarian","2022","Hungarian edition"
"FUSE","171273","0","0","0","1","0","0","0","0","0","0","0","3","","17-1
*","","","","109940894","6.67252","6.9911","1.6608","941","13742","thing","FUSE","1","5","10","10","10","2015","1,2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","Renegade Game Studios","English","2015","English first edition"
"Fűszerkert","195314","0","0","0","1","0","0","0","0","0","0","0","3","","03-5","","","","91629063","6.5563","6.99428","1.2105","1163","11727","thing","Herbaceous","1","4","20","20","15","2021","1,2,3,4","4","6+","No necessary in-game text","","","","","","standalone","","Granna","Hungarian","2021","Hungarian edition"
"Gaia projekt","220308","0","0","0","1","0","0","0","0","0","0","0","3","","82-4","","","","87043403","8.09138","8.356","4.4012","13","37402","thing","Gaia Project","1","4","150","150","60","2018","1,2,3,4","3,4","14+","No necessary in-game text","","","","","","standalone","","Reflexshop","Hungarian","2018","Hungarian edition"
"Galaxis Roncsderbi","31481","0","0","0","1","0","0","0","0","0","0","0","3","","67-1","","","","53571613","7.18931","7.32699","2.3292","310","39675","thing","Galaxy Trucker","2","4","60","60","60","2008","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Playgo Hungary","Hungarian","2008","Hungarian edition"
"Galileo Galilei","393333","0","0","0","1","0","0","0","0","0","0","0","3","","75-2","","","","134010615","6.51253","7.59184","3.0202","1260","4146","thing","Galileo Galilei","1","4","100","100","50","2025","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","Vagabund","Hungarian","2025","Hungarian edition"
"Game of Golf","19760","0","0","0","1","0","0","0","0","0","0","0","3","","I. ","","","","53764463","0","3.66667","1","0","17","thing","Game of Golf","2","4","10","10","10","2004","","","","","","","","","","standalone","","Channel Craft","English","2004","English edition"
"A Game of Thrones: The Board Game (Second Edition)","103343","0","0","0","1","0","0","0","0","0","0","0","3","","84-1","","","","53929726","7.30653","7.53057","3.7374","229","51754","thing","A Game of Thrones: The Board Game (Second Edition)","3","6","240","240","120","2011","4,5,6","6","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Fantasy Flight Games","English","2011","English edition"
