objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"Dog Lover","344839","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116544537","5.94553","6.71894","1.8333","3453","2681","thing","Dog Lover","2","4","30","30","30","2021","2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Don Quixote: The Ingenious Hidalgo","417317","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129970952","5.54096","6.95273","1.75","14180","209","thing","Don Quixote: The Ingenious Hidalgo","2","6","20","20","20","2025","2,3,4,5,6","3,4","","No necessary in-game text","","","","","","standalone","","","","",""
"Draftosaurus","264055","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","67904165","6.85871","7.08546","1.2534","664","26674","thing","Draftosaurus","2","5","15","15","15","2019","2,3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Dream On!","232980","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","125373708","5.69513","6.76225","1","6251","1047","thing","Dream On!","2","8","20","20","15","2017","2,3,4,5,6","4,5,6","6","No necessary in-game text","","","","","","standalone","","","","",""
"Dune: Imperium","316554","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95147587","8.22236","8.41371","3.0718","6","74253","thing","Dune: Imperium","1","4","120","120","60","2020","1,2,3,4","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Eco-Links","260269","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90591374","5.55416","6.68013","1","12462","119","thing","Eco-Links","2","4","20","20","20","2018","","","","","","","","","","standalone","","","","",""
"Ecos: First Continent","279254","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","102675540","6.56527","7.12013","2.569","1145","6901","thing","Ecos: First Continent","2","6","75","75","45","2019","2,3,4","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Eight-Minute Empire","131366","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","25135119","6.31673","6.54548","1.6267","1776","10776","thing","Eight-Minute Empire","2","5","20","20","8","2012","2,3,4,5","3,4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"El Maestro","264843","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112055109","5.52706","6.04098","1.2","16934","440","thing","El Maestro","3","8","40","40","20","2019","3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Empire's End","356952","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129970670","6.1992","6.95403","2.3973","2193","3952","thing","Empire's End","2","4","60","60","45","2023","2,3,4","3,4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Escape: The Curse of the Temple","113294","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","27295441","6.75401","6.9505","1.478","806","21997","thing","Escape: The Curse of the Temple","1","5","10","10","10","2012","1,2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Everdell","199792","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","73080295","7.81653","7.99191","2.8274","41","99311","thing","Everdell","1","4","80","80","40","2018","1,2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Evolution","155703","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","30497433","6.79149","7.01247","2.4272","751","24741","thing","Evolution","2","6","60","60","60","2014","2,3,4,5,6","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Factory of Dreams","413028","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129970884","5.52097","6.46538","1","18589","70","thing","Factory of Dreams","2","5","20","20","10","2024","","","","","","","","","","standalone","","","","",""
"Faraway","385761","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","128456456","7.24401","7.55173","1.9111","266","26874","thing","Faraway","2","6","30","30","15","2023","2,3,4,5","3","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Feed the Kraken","271601","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","133027199","7.03864","7.79427","2.1522","446","8779","thing","Feed the Kraken","5","11","90","90","45","2022","6,7,8,9,10,11","8,9,10,11","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Fishing","419195","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","128496131","6.48871","7.28432","1.8654","1319","6164","thing","Fishing","3","5","60","60","40","2024","3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Fit to Print","352574","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116544682","6.59832","7.31785","2.0946","1073","8850","thing","Fit to Print","1","6","30","30","15","2023","1,2,3,4,5,6","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Fjords","322564","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112052030","6.00628","6.95332","1.525","3073","3031","thing","Fjords","2","4","45","45","30","2022","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Flamme Rouge","199478","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","57386339","7.21917","7.47925","1.6992","283","25044","thing","Flamme Rouge","2","4","45","45","30","2016","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Flanx","224319","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90591957","5.55843","6.20972","1.2857","12042","717","thing","Flanx","1","4","5","5","1","2017","2","2","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Flatiron","409693","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129970713","6.27895","7.53445","2.5968","1895","3383","thing","Flatiron","1","2","45","45","45","2024","1,2","2","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Fluxx","314413","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129770730","5.52923","5.78747","1.3333","16424","1916","thing","Fluxx","2","6","20","20","5","2012","2,3,4","2","","","","","","","","standalone","","","","",""
"For Sale","172","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90592821","7.13766","7.26425","1.2511","353","42643","thing","For Sale","3","6","30","30","30","1997","3,4,5,6","5","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Forbidden Desert","136063","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","32156365","6.91646","7.06394","2.0398","593","57695","thing","Forbidden Desert","2","5","45","45","45","2013","1,2,3,4,5","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Forbidden Island","65244","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","67904197","6.64345","6.75227","1.7391","1001","98691","thing","Forbidden Island","2","4","30","30","30","2010","1,2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Forbidden Sky","245271","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90590779","6.01523","6.36923","2.5484","3012","11906","thing","Forbidden Sky","2","5","60","60","60","2018","1,2,3,4,5","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Forest Shuffle","391163","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","128457333","7.42295","7.72866","2.1991","160","31955","thing","Forest Shuffle","2","5","60","60","40","2023","2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"The Fox Experiment","368432","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","125373570","6.55533","7.33224","2.5761","1164","6661","thing","The Fox Experiment","1","4","60","60","60","2023","1,2,3,4","3,4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Framework","353152","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95147605","6.11838","7.01779","1.7727","2530","1891","thing","Framework","1","4","30","30","30","2022","1,2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Furnace","318084","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97507545","7.08261","7.39143","2.322","404","19191","thing","Furnace","2","4","60","60","30","2020","2,3,4","3,4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Gaia Project","220308","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","71194695","8.09128","8.35575","4.4008","13","37369","thing","Gaia Project","1","4","150","150","60","2017","1,2,3,4","3,4","14+","No necessary in-game text","","","","","","standalone","","","","",""
"Galaxy Trucker","31481","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","32156370","7.18933","7.32694","2.3292","309","39664","thing","Galaxy Trucker","2","4","60","60","60","2007","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"The Gang","411567","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129970802","6.97948","7.57276","1.54","509","11228","thing","The Gang","3","6","20","20","20","2024","4,5,6","5","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Goddam Dilema","378354","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129970772","5.49133","5.14928","1","26637","169","thing","Goddam Dilema","2","10","20","20","20","2023","3,4,5,6,7,8","4,5","","Unplayable in another language","","","","","","standalone","","","","",""
"El Grande","93","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","125377347","7.58887","7.76649","2.9373","100","33970","thing","El Grande","2","5","120","120","60","1995","3,4,5","5","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"GYÜMI","164590","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116543028","5.54805","6.45663","1.5","13191","337","thing","GYÜMI","1","6","25","25","25","2014","3,4,5,6","4,5","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Hadrian's Wall","304783","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90592655","7.41453","7.89133","3.1671","164","16873","thing","Hadrian's Wall","1","6","60","60","30","2021","1,2,3","1","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Hanabi","98778","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","24835904","6.92396","7.031","1.6917","582","88343","thing","Hanabi","2","5","25","25","25","2010","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Hanamikoji","158600","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","57385719","7.22793","7.45584","1.6789","275","34100","thing","Hanamikoji","2","2","15","15","15","2013","2","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Happy City","319793","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90590632","6.05362","6.58569","1.2787","2838","4602","thing","Happy City","2","5","30","30","20","2021","2,3,4,5","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Happy Salmon","194626","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","38294189","6.32845","6.65599","1.0625","1740","15968","thing","Happy Salmon","3","8","2","2","2","2016","4,5,6,7,8","5,6","5+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Heat: Pedal to the Metal","366013","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116543069","7.79389","8.00676","2.202","45","53572","thing","Heat: Pedal to the Metal","1","6","60","60","30","2022","1,2,3,4,5,6","5,6","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Heraldica","370858","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116544442","5.52834","8.59483","1.8","16644","56","thing","Heraldica","2","5","20","20","10","2022","2,3","2","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Herbaceous","195314","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","47340083","6.55624","6.99449","1.2105","1162","11718","thing","Herbaceous","1","4","20","20","15","2017","1,2,3,4","4","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Herd Mentality","311322","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112051819","6.12109","6.62038","1","2516","8439","thing","Herd Mentality","4","20","30","30","20","2020","5,6,7,8,9,10,11,12,13,14,15","7,8","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Hidden Leaders","320718","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","102674556","6.20404","6.72841","1.8111","2174","6903","thing","Hidden Leaders","2","6","40","40","20","2022","3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Hive","2655","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","57385731","7.16979","7.31757","2.3149","324","56399","thing","Hive","2","2","20","20","20","2001","2","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Iberia","198928","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90594163","7.43791","7.87552","2.6009","156","21228","thing","Iberia","2","5","45","45","45","2016","1,2,3,4,5","3,4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Igen?","257991","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","57386358","5.56725","6.24153","1","11287","637","thing","Igen?","2","6","60","60","30","2018","3,4,5,6","4","10+","Unplayable in another language","","","","","","standalone","","","","",""
"Igen? És...","289720","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","73080373","5.50058","5.73933","1","24730","186","thing","Igen? És...","2","6","45","45","20","2019","3,4,5,6","5,6","14+","Unplayable in another language","","","","","","standalone","","","","",""
"Illusion","244995","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","67904123","6.34639","6.70807","1.0448","1688","9180","thing","Illusion","2","5","15","15","15","2018","2,3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Imagine","191894","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","47340014","6.32557","6.81","1.0612","1747","8802","thing","Imagine","3","8","20","20","20","2015","3,4,5,6,7,8","4,5,6","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Imhotep","191862","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","38822416","6.90259","7.12595","2.0111","606","23110","thing","Imhotep","2","4","40","40","40","2016","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Imhotep: The Duel","255674","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","102673861","6.42138","7.05332","1.9697","1492","7433","thing","Imhotep: The Duel","2","2","30","30","30","2018","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"INCOHERENT","260336","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","57386313","5.49436","5.34833","1","26131","271","thing","INCOHERENT","4","10","30","30","30","2018","","","","","","","","","","standalone","","","","",""
"Ironwood","407343","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","128837318","6.39221","7.8934","2.8636","1565","4057","thing","Ironwood","1","2","60","60","30","2024","1,2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Isle of Skye: From Chieftain to King","176494","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","33461907","7.21711","7.38963","2.2519","286","35361","thing","Isle of Skye: From Chieftain to King","2","5","50","50","30","2015","2,3,4,5","3,4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Istanbul","148949","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","38822422","7.37612","7.53794","2.5831","188","38403","thing","Istanbul","2","5","60","60","40","2014","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Jaipur","54043","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","47340078","7.3642","7.48169","1.4647","199","92181","thing","Jaipur","2","2","30","30","30","2009","2","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Jenga","2452","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","24836050","5.58038","5.66264","1.1021","10292","33944","thing","Jenga","1","8","20","20","20","1983","2,3,4,5,6","4","5+","No necessary in-game text","","","","","","standalone","","","","",""
"Judge Domino","358666","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129971063","5.51341","5.85783","1","20883","313","thing","Judge Domino","2","5","20","20","5","2021","","","","","","","","","","standalone","","","","",""
"Jungle Speed","8098","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","24835873","6.24864","6.45567","1.1294","1993","23666","thing","Jungle Speed","2","10","10","10","10","1997","3,4,5,6,7,8,10","5,6","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Just One","254640","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112051785","7.43964","7.59765","1.0356","154","57024","thing","Just One","3","7","60","60","20","2018","4,5,6,7","6,7","8+","Unplayable in another language","","","","","","standalone","","","","",""
"K2","73761","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","27295445","6.71539","6.99988","2.2471","863","11675","thing","K2","1","5","60","60","60","2010","1,2,3,4,5","3,4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Kabuto Sumo","320390","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116544742","6.2624","6.7288","1.1618","1942","9009","thing","Kabuto Sumo","2","4","15","15","15","2021","2,3,4","2","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Kakerlakensuppe","38391","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","57385548","5.67603","6.13492","1.1707","6675","2550","thing","Kakerlakensuppe","2","6","20","20","10","2008","2,3,4,5,6","6","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Kariba","84732","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","125378547","6.26782","7.02792","1.061","1932","5620","thing","Kariba","2","4","15","15","15","2010","2,3,4","2","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Keep the Heroes Out!","333255","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","128456949","7.10562","7.92055","2.5025","382","11544","thing","Keep the Heroes Out!","1","4","40","40","40","2022","1,2,3","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Kelp: Shark vs Octopus","374595","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","128837335","6.58428","7.5945","2.378","1113","7757","thing","Kelp: Shark vs Octopus","2","2","60","60","40","2024","2","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"King of Tokyo: Dark Edition","293141","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90591215","6.99475","7.65821","1.6241","492","12380","thing","King of Tokyo: Dark Edition","2","6","30","30","30","2020","3,4,5,6","4,5","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Kingdomino","204583","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","57385818","7.1743","7.29265","1.2336","323","88382","thing","Kingdomino","2","4","25","25","15","2016","2,3,4","2,4","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Kites","348096","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112054919","6.34059","6.87392","1.0597","1710","7754","thing","Kites","2","6","10","10","10","2022","2,3,4,5,6","4,5,6","8+","No necessary in-game text","","","","","","standalone","","","","",""
"KLASK","165722","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","71195114","7.25991","7.62656","1.0478","257","17053","thing","KLASK","2","2","10","10","10","2014","2","2","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Kokopelli","322195","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90591310","6.04703","7.13659","2.0588","2862","1958","thing","Kokopelli","2","4","60","60","40","2021","2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Kutná Hora: The City of Silver","385610","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","125379101","6.99442","7.76323","3.3306","493","7784","thing","Kutná Hora: The City of Silver","2","4","120","120","60","2023","2,3,4","3,4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Lacuna","386937","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","128457269","6.40598","7.37759","1.0889","1533","4737","thing","Lacuna","2","2","15","15","10","2023","2","2","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Landmarks","421374","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129970931","5.97102","6.88907","1.4348","3285","2429","thing","Landmarks","2","10","25","25","15","2024","2,3,4,5,6,7,8","2,4","8–18","No necessary in-game text","","","","","","standalone","","","","",""
"Last Message","331059","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116544693","5.87463","6.63122","1.0769","3968","2527","thing","Last Message","3","8","15","15","15","2021","3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Left Right Dilemma","370235","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112055101","5.54685","5.95205","1","13366","647","thing","Left Right Dilemma","3","6","30","30","30","2022","3,4,5,6","4,5,6","18+","","","","","","","standalone","","","","",""
"Letter Jam","275467","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129970812","6.66373","7.15022","1.9495","956","9849","thing","Letter Jam","2","6","45","45","45","2019","3,4,5,6","6","10+","Unplayable in another language","","","","","","standalone","","","","",""
"Libertalia: Winds of Galecrest","356033","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","102674621","6.98308","7.4481","2.191","505","14455","thing","Libertalia: Winds of Galecrest","1","6","60","60","45","2022","1,2,3,4,5,6","4,5,6","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Ligretto","943","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112053886","5.91957","6.18869","1.1683","3639","11723","thing","Ligretto","2","4","10","10","10","1988","3,4","4","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Link City","421199","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","128457004","5.89781","7.13871","1.0556","3806","1356","thing","Link City","2","6","30","30","30","2024","3,4,5,6","3","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"The Little Prince: Make Me a Planet","134453","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90593892","6.3632","6.88885","1.5792","1640","5110","thing","The Little Prince: Make Me a Planet","2","5","25","25","25","2013","2,3,4,5","2,4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Little Town","241266","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95147669","6.56805","7.14918","1.9496","1138","8310","thing","Little Town","2","4","60","60","30","2017","2,3,4","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Living Forest","328479","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","102674278","6.79661","7.23282","2.2125","740","12901","thing","Living Forest","1","4","40","40","40","2021","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Llamaland","330038","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116542792","6.43135","7.27576","2.0303","1466","5349","thing","Llamaland","2","4","45","45","45","2021","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"The Lord of the Rings: The Fellowship of the Ring – Trick-Taking Game","429293","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129770763","7.27365","7.9552","1.9469","249","16867","thing","The Lord of the Rings: The Fellowship of the Ring – Trick-Taking Game","1","4","20","20","20","2024","1,2,3,4","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Lost Cities","50","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","25542897","7.14917","7.25449","1.4747","342","74069","thing","Lost Cities","2","2","30","30","30","1999","2","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Lost Ruins of Arnak","312484","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","102674684","7.90624","8.07512","2.9338","30","81140","thing","Lost Ruins of Arnak","1","4","120","120","30","2020","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Love Letter","129622","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","37920051","7.12329","7.226","1.1847","362","116093","thing","Love Letter","2","4","20","20","20","2012","3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"The Magic Labyrinth","41916","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90591830","6.43091","6.8142","1.2091","1468","12740","thing","The Magic Labyrinth","2","4","30","30","20","2009","2,3,4","3,4","4+","No necessary in-game text","","","","","","standalone","","","","",""
"Magic Maze","209778","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","47340072","6.78092","6.94094","1.7488","767","37138","thing","Magic Maze","1","8","15","15","15","2017","2,3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Magic Number Eleven","411865","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129970845","5.70798","7.53852","2.25","5989","603","thing","Magic Number Eleven","2","2","30","30","30","2024","2","2","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Magic Rabbit","303669","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95147838","5.72444","7.08163","1.0769","5701","1067","thing","Magic Rabbit","1","4","3","3","3","2020","1,2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Mandala","264241","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90591902","6.95783","7.45176","1.78","542","11364","thing","Mandala","2","2","20","20","20","2019","2","2","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Marabunta","403265","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","125380157","6.18411","7.46454","2.1818","2249","2966","thing","Marabunta","2","2","30","30","30","2023","2","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Marrakech","29223","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","125380240","6.33547","6.70712","1.3333","1722","7344","thing","Marrakech","2","4","30","30","30","2007","2,3,4","4","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Mascarade","139030","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","32156240","6.33326","6.55319","1.5301","1727","17743","thing","Mascarade","2","13","30","30","30","2013","4,5,6,7,8,9,10,11","6,7,8","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Match Madness","204498","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90595186","5.6118","6.2569","1.0714","8633","1209","thing","Match Madness","1","4","20","20","10","2016","1,2,3,4","2,3","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Maudit Mot Dit","364008","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116544710","5.76246","6.91137","1.25","5148","1224","thing","Maudit Mot Dit","3","6","30","30","30","2022","3,4,5,6","4,5","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"A Message From the Stars","399987","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","128456911","6.05606","7.30552","2.6207","2828","2176","thing","A Message From the Stars","2","8","45","45","45","2024","2,3,4,6,8","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Metro X","248861","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90590836","6.26315","7.09266","1.7407","1940","3916","thing","Metro X","1","6","20","20","20","2018","1,2,3,4,5,6","1,2","10+","No necessary in-game text","","","","","","standalone","","","","",""
"MicroMacro: Crime City","318977","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90593908","7.22214","7.46069","1.1005","278","36964","thing","MicroMacro: Crime City","1","4","45","45","15","2020","1,2,3","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
