objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"Dicy Cards","420793","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137467474","5.46971","5.24374","1.1429","28556","90","thing","Dicy Cards","2","4","15","15","15","2024","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Diplomacy","483","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137464683","6.7239","7.03603","3.3259","853","25203","thing","Diplomacy","2","7","360","360","360","1959","6,7","7","14+","No necessary in-game text","","","","","","standalone","","","","",""
"Disc Cover","366067","0","0","0","1","1","0","0","0","0","0","0","3","","","","","","137464702","5.60645","6.46925","1.1","8865","708","thing","Disc Cover","3","8","20","20","20","2022","3,4,5,6,7,8","6","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Disney Robin Hood: Sheriff of Nottingham Game","396607","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137719385","5.61697","7.0499","1.8333","8398","976","thing","Disney Robin Hood: Sheriff of Nottingham Game","3","5","45","45","45","2023","3,4,5","5","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Dixit","39856","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137464717","7.07091","7.18615","1.1929","416","104925","thing","Dixit","3","6","30","30","30","2021","4,5,6","5,6","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2021","Gém Klub Hungarian edition 2021"
"Dixit: Odyssey","92828","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137464722","7.14911","7.38445","1.1634","343","34038","thing","Dixit: Odyssey","3","12","30","30","30","2016","4,5,6,7,8,9,10,11,12","6","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.; Libellud","Hungarian","2016","Hungarian second edition"
"Do You Know Your Peeps?","425261","0","0","0","1","1","0","0","0","0","0","0","3","","","","","","137464738","0","5","0","0","6","thing","Do You Know Your Peeps?","3","10","20","20","20","2023","","","","","","","","","","standalone","","","","",""
"Dobble Connect","381429","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137464744","5.59744","6.22685","1.1429","9300","851","thing","Dobble Connect","2","8","15","15","15","2023","2,3,4,6","3","6+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"Dogfight: 1917","445533","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137372312","0","7.76087","2","0","55","thing","Dogfight: 1917","2","4","30","30","30","2025","2,4","2","14+","","","","","","","standalone","","Korea Boardgames","Korean","2025","Korean edition"
"Domaine","5737","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137464811","6.47556","6.98575","2.7086","1355","5594","thing","Domaine","2","4","60","60","60","2003","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Doodle Heist","386048","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137464842","0","6.83077","0","0","59","thing","Doodle Heist","4","16","30","30","30","2023","","","","","","","","","","standalone","","","","",""
"Dorfromantik: A társasjáték","370591","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","137464857","7.15748","7.60631","1.6434","335","21868","thing","Dorfromantik: The Board Game","1","6","60","60","30","2023","1,2,3","1,2","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"Dorfromantik: Párbaj","395364","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","137464863","5.78961","7.0004","1.8462","4818","2328","thing","Dorfromantik: The Duel","2","2","45","45","30","2024","2","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Gém Klub Kft.","Hungarian","2024","Hungarian edition"
"Dragomino: Sárkánytojások nyomában","300010","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137464940","6.33144","7.04083","1.0632","1731","6823","thing","Dragomino","2","4","15","15","15","2020","2,3,4","3,4","4–12","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2020","Hungarian edition"
"DroPolter","405537","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137464958","6.34121","7.10956","1.0217","1710","5439","thing","DroPolter","2","5","20","20","20","2023","2,3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Dűlőre jutunk","412527","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137464990","5.54796","7.768","2.1429","13202","182","thing","Dűlőre jutunk","1","4","40","40","30","2024","1,2,3,4","2,3,4","6+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2024","Hungarian edition"
"Dűne: Impérium","316554","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137464993","8.22322","8.41369","3.0715","5","74393","thing","Dune: Imperium","1","4","120","120","60","2022","1,2,3,4","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Dire Wolf; Reflexshop","Hungarian","2022","Hungarian edition"
"Dűne: Impérium – Felkelés","397598","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137464996","8.19275","8.70191","3.5103","8","23888","thing","Dune: Imperium – Uprising","1","6","120","120","60","2024","1,2,3,4,6","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Reflexshop","Hungarian","2024","Hungarian edition"
"Az égbolt vándorai","362986","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137460512","6.52867","7.3254","2.6694","1222","6080","thing","Tribes of the Wind","2","5","90","90","40","2023","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"Eisbrecher","408291","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137465013","0","5.22105","0","0","40","thing","Eisbrecher","2","4","30","30","10","2023","","","","","","","","","","standalone","","","","",""
"Az elvarázsolt labirintus","41916","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137460517","6.43184","6.8139","1.2091","1465","12751","thing","The Magic Labyrinth","2","4","30","30","20","2009","2,3,4","3,4","4+","No necessary in-game text","","","","","","standalone","","Drei Magier Spiele; Playgo Hungary","Hungarian","0","Hungarian edition"
"Endless Winter: Paleoamericans","305096","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137721855","7.17604","7.6454","3.3238","319","17632","thing","Endless Winter: Paleoamericans","1","4","120","120","60","2022","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Az erdő","391163","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137460520","7.42769","7.72941","2.1986","160","32185","thing","Forest Shuffle","2","5","60","60","40","2023","2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"Az erdő: Alpok","412576","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137460526","6.94468","8.20627","2.1081","0","12467","thing","Forest Shuffle: Alpine","2","5","60","60","60","2024","2,3,4","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","Gém Klub Kft.","Hungarian","2024","Hungarian edition"
"Az erdő: Cserjék","424129","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137460523","6.66009","8.12577","2.0345","0","10288","thing","Forest Shuffle: Woodland Edge","2","5","60","60","60","2025","2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","Gém Klub Kft.","Hungarian","2025","Hungarian edition"
"Everdell: Az Örökfa Árnyékában","199792","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137465049","7.8173","7.99187","2.8267","41","99549","thing","Everdell","1","4","80","80","40","2019","1,2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Gém Klub Kft.","Hungarian","2019","Hungarian edition"
"Everdell: Fagybérc","289056","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137465061","7.22126","8.27728","2.9529","0","15232","thing","Everdell: Spirecrest","1","4","100","100","40","2021","1,2,3,4","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","Gém Klub Kft.","Hungarian","2021","Hungarian edition"
"Everdell: Gyöngypatak","259996","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137465069","6.86023","7.61037","2.7571","0","17153","thing","Everdell: Pearlbrook","1","4","80","80","40","2023","1,2,3,4","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","Gém Klub Kft.; Starling Games (II)","Hungarian","2023","Hungarian edition"
"Everdell: Örökpart","394106","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137465057","6.66537","7.84097","2.8235","952","6882","thing","Everdell Farshore","1","4","80","80","40","2024","1,2,3,4","2,3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Gém Klub Kft.","Hungarian","2024","Hungarian edition"
"Everdell: Újliget","332390","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137465088","6.91781","8.52899","2.9744","0","10869","thing","Everdell: Newleaf","1","4","100","100","40","2023","1,2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","Gém Klub Kft.; Starling Games (II)","Hungarian","2023","Hungarian edition"
"Explorers of Navoria","371932","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","138015214","6.39452","7.53124","2.2405","1565","4153","thing","Explorers of Navoria","2","4","80","80","40","2024","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Explorers of the Woodlands","346205","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137465138","5.70439","6.57","2.1818","6069","2265","thing","Explorers of the Woodlands","1","4","60","60","45","2023","1,2,3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Fabelland","361909","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137465162","5.51793","6.2418","1.6667","19457","158","thing","Fabelland","2","5","75","75","45","2022","3,4,5","4","8+","","","","","","","standalone","","","","",""
"Faeries & Magical Creatures","385245","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137465169","5.5649","6.57359","2","11473","457","thing","Faeries & Magical Creatures","2","4","60","60","30","2023","2,3,4","3","8+","","","","","","","standalone","","","","",""
"A fák népe","423698","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137372617","5.605","6.56881","2.1","8938","663","thing","Tree Society","2","4","45","45","30","2024","2,3,4","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Gém Klub Kft.","Hungarian","2024","Hungarian edition"
"Familiar Tales","350948","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137465176","6.13724","7.68614","2.5278","2441","4639","thing","Familiar Tales","1","4","120","120","45","2022","1,2,3,4","4","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"A Feast for Odin","177736","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137372624","7.94267","8.16486","3.8636","24","42162","thing","A Feast for Odin","1","4","120","120","30","2016","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Fedőnevek","178900","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137465254","7.4333","7.52904","1.2568","159","173284","thing","Codenames","2","8","15","15","15","2016","4,5,6,7,8","6,8","10+","Unplayable in another language","","","","","","standalone","","Gém Klub Kft.","Hungarian","2016","Hungarian second edition with Spiel des Jahres award"
"Fedőnevek Disney","220775","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137465267","6.12376","6.58533","1.2286","2501","11125","thing","Codenames: Disney – Family Edition","2","8","15","15","15","2021","4,5,6,7,8","6","6+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2021","Hungarian edition"
"Fedőnevek: Képekkel","198773","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137465261","7.00223","7.18046","1.2398","483","43958","thing","Codenames: Pictures","2","8","15","15","15","2017","4,5,6,7,8","6","8+","No necessary in-game text","","","","","","standalone","","Czech Games Edition; Gém Klub Kft.","Hungarian","2017","Hungarian edition"
"Fedőnevek: Négyszemközt","224037","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137465255","7.23997","7.41451","1.3581","268","53808","thing","Codenames: Duet","2","2","30","30","15","2017","2","2","12+","Unplayable in another language","","","","","","standalone","","Gém Klub Kft.","Hungarian","2017","Hungarian edition"
"A Fekete Rózsa háborúi","239942","0","0","0","1","0","0","0","0","0","0","0","1","","Francia is
","","","","137372627","6.94018","7.90568","3.4341","564","7199","thing","Black Rose Wars","2","4","90","90","90","2022","3,4","4","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Delta Vision Publishing; Ludus Magnus Studio","Hungarian","2022","Hungarian edition"
"Fifty Fruity","431284","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137465294","0","6.04615","2","0","45","thing","Fifty Fruity","2","6","10","10","10","2025","","","","","","","","","","standalone","","","","",""
"Figurata","398384","0","0","0","1","0","0","0","1","0","0","0","1","","","","","","137465341","0","6.9913","1","0","31","thing","Figurata","3","99","45","45","30","2023","","","","","","","","","","standalone","","","","",""
"Final Challenge","256212","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137465358","0","7.53125","2.5","0","18","thing","Final Challenge","3","6","40","40","20","2022","3,4,5,6","5,6","","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Finspan","436126","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469010","6.91108","7.69201","2.3158","601","11110","thing","Finspan","1","5","60","60","45","2025","1,2,3,4","2,3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"First to Worst: The Party Game About How Your Friends and Family Rank Things","420370","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137465365","5.525","6.73061","1","17458","144","thing","First to Worst: The Party Game About How Your Friends and Family Rank Things","2","100","45","45","30","2024","3,4,5","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Fische füttern","16150","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137465371","0","5","0","0","3","thing","Fische füttern","2","4","10","10","10","2005","","","","","","","","","","standalone","","","","",""
"Five Tribes: The Djinns of Naqala","157354","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137465400","7.61031","7.76478","2.8379","93","58476","thing","Five Tribes: The Djinns of Naqala","2","4","80","80","40","2014","2,3,4","2","12+","No necessary in-game text","","","","","","standalone","","","","",""
"A Föld","350184","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137372709","7.35585","7.62775","2.903","203","32425","thing","Earth","1","5","90","90","45","2023","1,2,3,4","2,3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"Föld a láthatáron: Szellemek szigete","367498","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137465460","6.97906","8.13096","3.5303","510","11737","thing","Horizons of Spirit Island","1","3","120","120","90","2023","1,2,3","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"FORK","370095","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137465437","5.51949","5.87926","1","19010","355","thing","FORK","2","6","20","20","20","2024","4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Forró nyomon","370444","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137465441","5.70369","6.98012","1.1","6081","578","thing","Hard to Get","2","12","15","15","15","2024","2,3,4,5,6,7,8,9","5,6","10","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Gém Klub Kft.","Hungarian","2024","Hungarian edition"
"Fragments","346228","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137465467","5.51683","6.72821","1.5","19798","140","thing","Fragments","2","6","120","120","30","2021","2,3,4","2","8+","","","","","","","standalone","","","","",""
"Frantic","184287","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137465474","5.70153","6.42279","1.5769","6124","1912","thing","Frantic","2","8","45","45","5","2015","3,4,5,6,7,8","4,5,6","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Fröccs","321506","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137465520","5.61959","6.73277","1.52","8290","842","thing","Fröccs","2","6","30","30","30","2020","2,3,4,5,6","3,4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Gém Klub Kft.","Hungarian","2020","Hungarian edition"
"From the Moon","353745","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137465514","5.79243","7.39375","3.4667","4773","1122","thing","From the Moon","1","4","90","90","90","2024","2,3","3","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Gaia Project","220308","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137465539","8.09083","8.35581","4.4015","13","37423","thing","Gaia Project","1","4","150","150","60","2017","1,2,3,4","3,4","14+","No necessary in-game text","","","","","","standalone","","Z-Man Games","English","2017","English edition"
"Galaxy Trucker (Second Edition)","336794","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137465573","6.88747","7.41882","2.2821","625","14410","thing","Galaxy Trucker (Second Edition)","2","4","30","30","20","2021","2,3,4","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Galaxy Trucker: Keep on Trucking","360232","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137465594","5.81482","7.90642","2.7778","0","2511","thing","Galaxy Trucker: Keep on Trucking","2","4","60","60","30","2022","2,3,4","3,4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"The Gang","411567","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137720985","6.98769","7.57198","1.5347","503","11480","thing","The Gang","3","6","20","20","20","2024","4,5,6","5","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Garden Rush","327082","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137465601","5.60211","6.5022","1.4444","9060","410","thing","Garden Rush","2","2","30","30","30","2025","2","2","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2025","Hungarian edition"
"A Gentle Rain","334011","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","137373028","6.54493","7.64188","1.1163","1182","7438","thing","A Gentle Rain","1","1","15","15","15","2021","1","1","5+","No necessary in-game text","","","","","","standalone","","","","",""
"Get That Cat","432805","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137465682","0","5.14286","0","0","24","thing","Get That Cat","2","6","0","0","0","2025","","","","","","","","","","standalone","","","","",""
"Gigamons","170969","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137466069","5.66225","6.56148","1.1053","6995","1000","thing","Gigamons","2","4","15","15","15","2014","2,3,4","2,3","4+","No necessary in-game text","","","","","","standalone","","","","",""
"Gimme That!","357674","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137466080","5.57755","6.20958","1","10486","833","thing","Gimme That!","3","8","10","10","5","2022","3,4,5,6,7","6","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Giraffe Raffe","428639","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137466090","5.50212","5.52088","1","24362","68","thing","Giraffe Raffe","1","5","0","0","0","2024","2,3,4,5","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Give Me The Treasure","391761","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137466093","5.54419","6.91311","1.5","13700","186","thing","Give Me The Treasure","2","4","30","30","15","2023","2,3,4","2,4","","","","","","","","standalone","","","","",""
"Gizmos","246192","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137466100","7.0747","7.36532","2.0476","412","18303","thing","Gizmos","2","4","50","50","40","2018","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Gnome Hollow","332885","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137466109","5.98839","6.92046","2.3333","3175","2690","thing","Gnome Hollow","2","4","60","60","45","2024","2,3","3","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Go Bomb!","425588","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137466116","0","6.9375","1","0","34","thing","Go Bomb!","3","6","30","30","10","2024","","","","","","","","","","standalone","","","","",""
"Gold'n Crash","411881","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137466127","5.52503","6.02559","2","17445","101","thing","Gold'n Crash","2","2","20","20","10","2024","2","2","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Golden Cup","421299","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137466137","5.58901","6.5312","1.8333","9769","312","thing","Golden Cup","1","6","60","60","60","2024","2,4,6","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"A gőz kora (deluxe kiadás)","4098","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137372979","7.4871","7.86497","3.8605","138","13834","thing","Age of Steam","1","6","120","120","120","2023","3,4,5,6","4","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Delta Vision Publishing; Eagle-Gryphon Games","Hungarian","2023","Hungarian edition"
"Grand Central Skyport","379546","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137466151","5.57772","7.19555","2","10479","506","thing","Grand Central Skyport","2","4","60","60","30","2025","2,3,4","2","12+","","","","","","","standalone","","","","",""
"Le grand méchant Monstre","375378","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137468045","5.53656","7.1283","1","14911","113","thing","Le grand méchant Monstre","2","4","20","20","20","2023","2,3","3","","","","","","","","standalone","","","","",""
"El Grande","93","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137465019","7.5891","7.76711","2.9373","100","34057","thing","El Grande","2","5","120","120","60","2024","3,4,5","5","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Gém Klub Kft.","Hungarian","2024","Hungarian edition"
"La Granja: Deluxe Master Set","341945","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137467988","6.82592","8.2336","3.4839","709","6431","thing","La Granja: Deluxe Master Set","1","4","120","120","90","2023","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Great Western Trail: El Paso – Los Olvidados Promo","445451","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137374543","0","7.45455","0","0","122","thing","Great Western Trail: El Paso – Los Olvidados Promo","1","4","90","90","60","2025","","","","","","","","","","expansion","","","","",""
"Grove: 9 card solitaire game","329873","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137468101","6.59268","7.52916","1.3068","1089","6971","thing","Grove: 9 card solitaire game","1","1","10","10","5","2021","1","1","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Gullible","312535","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137466171","5.53939","6.24483","1","14432","351","thing","Gullible","2","10","25","25","15","2020","4,5,6,7,8","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Gumicukik földje","365601","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137466175","5.53205","6.66622","1","15801","193","thing","Gummiland","2","4","20","20","20","2023","","","6+","","","","","","","standalone","","Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"Gumikacsák","422019","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137466185","5.93075","6.57108","1.0256","3556","2976","thing","Duck & Cover","2","7","20","20","15","2025","2,3,4,5,6,7","4,6","6+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2025","Hungarian edition"
"Gumikacsák: Művész csomag","430300","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137466223","5.53674","8.08571","1","0","248","thing","Duck & Cover: Artist Pack","8","9","0","0","0","2025","","","8+","","","","","","","expansion","","Gém Klub Kft.","Hungarian","2025","Hungarian edition"
"Guns or Treasure: Parrots and Monkeys","369813","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","137466234","0","6.36667","1","0","155","thing","Guns or Treasure: Parrots and Monkeys","2","3","15","0","15","2023","3","3","","","","","","","","standalone","","","","",""
"A Gyűrűk Ura: A Szövetség útja","436217","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137372987","7.28518","8.29951","3.02","239","10581","thing","The Lord of the Rings: Fate of the Fellowship","1","5","150","150","60","2025","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Gém Klub Kft.; Z-Man Games","Hungarian","2025","Hungarian edition"
"A Gyűrűk Ura: Párbaj Középföldéért","421006","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137372997","7.91843","8.35908","2.064","29","32814","thing","The Lord of the Rings: Duel for Middle-earth","2","2","30","30","30","2024","2","2","10+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2024","Hungarian edition"
"Hajdanvölgy mítosza","271055","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137466240","7.52128","8.12009","3.244","123","12169","thing","Dwellings of Eldervale","1","5","150","150","60","2020","1,2,3,4,5","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Reflexshop","Hungarian","0","Hungarian edition"
"Halkonzerv Bt.","402024","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137466244","6.24805","7.48181","2.1667","1994","4045","thing","Conservas","1","1","40","40","25","2024","1","1","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Vagabund","Hungarian","2024","Hungarian edition"
"Hanabi","98778","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137466252","6.92321","7.0305","1.6917","581","88409","thing","Hanabi","2","5","25","25","25","2010","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Hanamikoji","158600","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137466262","7.22702","7.45604","1.6771","276","34131","thing","Hanamikoji","2","2","15","15","15","2013","2","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"HANIWA","376011","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137466271","5.52294","6.86889","2","18044","93","thing","HANIWA","1","4","20","20","15","2023","2","2","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Hansa Teutonica: Big Box","286749","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137466291","7.63657","8.37607","2.9572","0","15225","thing","Hansa Teutonica: Big Box","3","5","90","90","45","2020","3,4,5","5","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Happy Little Dinosaurs: 5–6 Player Expansion Pack","325451","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","137461514","5.69142","7.04672","1.2","0","2901","thing","Happy Little Dinosaurs: 5–6 Player Expansion Pack","2","6","60","60","30","2023","4,5,6","5,6","5+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","Gém Klub Kft.; Unstable Games","Hungarian","2023","Hungarian edition"
"Happy Little Dinosaurs: Dating Disasters Expansion Pack","357888","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137466562","5.60532","7.30175","1.5","0","1353","thing","Happy Little Dinosaurs: Dating Disasters Expansion Pack","2","6","60","60","30","2022","4,5,6","4,5,6","5+","","","","","","","expansion","","","","",""
"Happy Little Dinosaurs: Perils of Puberty Expansion Pack","340638","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137466569","5.62882","7.13504","1","0","1793","thing","Happy Little Dinosaurs: Perils of Puberty Expansion Pack","2","4","60","60","30","2021","2,3,4","4","5+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
