objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"Dragonheart","66171","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","104204314","6.10897","6.49583","1.359","2566","3813","thing","Dragonheart","2","2","30","30","30","2010","2","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Drakula dühe","20963","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","73946103","6.72281","7.08234","2.9543","854","10032","thing","Fury of Dracula (Second Edition)","2","5","180","180","120","2005","2,3,4,5","5","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Dream Home: 156 Sunny Street","232291","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","104204071","6.00713","7.25493","1.6875","0","3452","thing","Dream Home: 156 Sunny Street","1","6","30","30","30","2017","2,3,4,5,6","4,6","6+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","",""
"Drink Drank Drunk","293559","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","104204315","5.50672","6.60857","1","23021","135","thing","Drink Drank Drunk","3","20","200","200","20","2017","","","","","","","","","","standalone","","","","",""
"Dual Powers: Revolution 1917","241987","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","104204493","6.09524","7.40403","2.25","2630","2161","thing","Dual Powers: Revolution 1917","1","2","60","60","30","2018","1,2","2","10+","No necessary in-game text","","","","","","standalone","","","","",""
"A dübörgő derby","351040","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132149108","7.05774","7.52671","1.3025","432","15239","thing","Ready Set Bet","2","9","60","60","45","2023","4,5,6,7,8,9","6,7,8","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Reflexshop","Hungarian","2023","Hungarian edition"
"Dudab","165414","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70535135","5.497","5.41613","1.5","25575","170","thing","Dudab","2","6","30","30","30","2014","2,3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Dűlőre jutunk","412527","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132150253","5.54842","7.768","2.1429","13148","182","thing","Dűlőre jutunk","1","4","40","40","30","2024","1,2,3,4","2,3,4","6+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2024","Hungarian edition"
"Dűne: Homokba temetett titkok","329713","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132150279","5.37823","5.03173","1.3913","29440","2928","thing","Dune: House Secrets","1","4","180","180","90","2022","1,2,3,4","2","12+","Unplayable in another language","","","","","","standalone","","Reflexshop","Hungarian","2022","Hungarian edition"
"Dune: Imperium","316554","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95907836","8.22223","8.41358","3.0716","6","74331","thing","Dune: Imperium","1","4","120","120","60","2020","1,2,3,4","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Dűne: Impérium – Az Ix felemelkedése","342031","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132150289","8.08611","8.80567","3.2184","0","27639","thing","Dune: Imperium – Rise of Ix","1","4","120","120","60","2022","1,2,3,4","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","Dire Wolf; Reflexshop","Hungarian","2022","Hungarian edition"
"Dűne: Impérium – Halhatatlanság","367466","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132150292","7.49089","8.54965","3.3333","0","18113","thing","Dune: Imperium – Immortality","1","4","120","120","60","2023","1,2,3,4","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","Dire Wolf; Reflexshop","Hungarian","2023","Hungarian edition"
"Dungeons & Dragons: Rock Paper Wizard","207062","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70535814","5.91831","6.54447","1.3226","3645","3794","thing","Dungeons & Dragons: Rock Paper Wizard","3","6","30","30","30","2016","3,4,5,6","5,6","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Earth","350184","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","108077034","7.35642","7.62874","2.9044","202","32368","thing","Earth","1","5","90","90","45","2023","1,2,3,4","2,3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Az égbolt vándorai","362986","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132149564","6.53067","7.32627","2.6694","1220","6060","thing","Tribes of the Wind","2","5","90","90","40","2023","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"Egri Csillagok 1552","375445","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132150299","0","6.28947","2","0","35","thing","Egri Csillagok 1552","4","6","120","120","60","2022","5","5","","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Korona Games","Hungarian","2022","Hungarian edition"
"Egyszer volt...","357270","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95907858","0","5.89286","1","0","33","thing","Egyszer volt...","2","5","60","60","45","2021","","","","","","","","","","standalone","","","","",""
"EladLak!","172","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85440337","7.13742","7.26405","1.251","354","42666","thing","For Sale","3","6","30","30","30","1997","3,4,5,6","5","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Az elhagyatott könyvtár","300023","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132149569","5.53884","5.95737","1.8","14526","504","thing","Die verlassene Bibliothek","1","4","75","75","60","2020","1,2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","moses. Verlag GmbH; Reflexshop","Hungarian","2020","Hungarian edition"
"Elveszett Városok","50","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70535138","7.14908","7.25435","1.4747","344","74116","thing","Lost Cities","2","2","30","30","30","1999","2","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Elvetemült veteményes","302260","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85440389","6.26865","6.58302","1.2568","1930","10198","thing","Abandon All Artichokes","2","4","20","20","20","2020","2,3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Enciklopédia","351526","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132150318","6.49935","7.32822","3.0397","1295","6622","thing","Encyclopedia","1","4","120","120","60","2022","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.; Holy Grail Games","Hungarian","2022","Hungarian edition"
"Endeavor: Age of Sail","233398","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","104204325","7.37114","7.8538","2.8491","195","12801","thing","Endeavor: Age of Sail","2","5","90","90","60","2018","2,3,4,5","4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Equinox","329450","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","104204329","6.06226","6.68954","2.0377","2786","4764","thing","Equinox","2","5","60","60","40","2021","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Era: Medieval Age","270971","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95907870","6.57965","7.18954","2.271","1122","7143","thing","Era: Medieval Age","1","4","60","60","45","2019","1,2,3,4","2,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Az erdő","391163","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132311515","7.42347","7.72873","2.1991","160","32065","thing","Forest Shuffle","2","5","60","60","40","2023","2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"Az erdő: Alpok","412576","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132311524","6.93612","8.20564","2.1081","0","12419","thing","Forest Shuffle: Alpine","2","5","60","60","60","2024","2,3,4","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","Gém Klub Kft.","Hungarian","2024","Hungarian edition"
"Az erdő: Cserjék","424129","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132311519","6.6484","8.12168","2.0345","0","10240","thing","Forest Shuffle: Woodland Edge","2","5","60","60","60","2025","2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","Gém Klub Kft.","Hungarian","2025","Hungarian edition"
"Észvesztő Útvesztő","174093","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70535141","5.62121","6.45528","1.5714","8232","638","thing","Maze Racers","2","4","20","20","20","2015","2","2","5+","No necessary in-game text","","","","","","standalone","","","","",""
"Ethnos","206718","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70535148","7.16851","7.45769","2.1118","326","16536","thing","Ethnos","2","6","60","60","45","2017","2,3,4,5,6","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Everdell – Az Örökfa árnyékában","199792","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70535151","7.81633","7.99169","2.8271","41","99426","thing","Everdell","1","4","80","80","40","2018","1,2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Everdell: Spirecrest","289056","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95907871","7.22282","8.27772","2.9529","0","15212","thing","Everdell: Spirecrest","1","4","100","100","40","2020","1,2,3,4","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"EXIT: A játék - A titokzatos múzeum","244918","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","73946042","6.37179","7.0885","2.1136","1622","5394","thing","EXIT: The Game – The Mysterious Museum","1","4","90","90","45","2018","1,2,3","2","10+","Unplayable in another language","","","","","","standalone","","","","",""
"EXIT: A játék – A fáraó sírkamrája","203416","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","73946036","6.7317","7.13504","2.7273","841","12524","thing","EXIT: The Game – The Pharaoh's Tomb","1","6","90","90","45","2016","1,2,3,4","2","12+","Unplayable in another language","","","","","","standalone","","","","",""
"Exit: Az elsüllyedt kincs","226518","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","73946137","6.43951","7.03038","1.8","1451","7247","thing","EXIT: The Game – The Sunken Treasure","1","4","90","90","45","2017","1,2,3","2","10+","Unplayable in another language","","","","","","standalone","","","","",""
"Exploding Kittens: Imploding Kittens","204053","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","104204136","6.40797","6.98023","1.1034","0","22023","thing","Exploding Kittens: Imploding Kittens","2","6","15","0","15","2016","3,4,5,6","4,5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","",""
"Exploding Minions","341164","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","104204526","5.69594","6.42205","1","6233","2916","thing","Exploding Minions","2","5","15","15","15","2021","2,3,4,5","4,5","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Fae","249670","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95907876","5.75363","6.63901","1.7143","5272","1151","thing","Fae","2","4","30","30","30","2018","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Fall of Rome","260428","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95908661","7.0368","7.59781","2.491","451","13006","thing","Fall of Rome","1","5","60","60","45","2018","1,2,3,4,5","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Farkasok","368058","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132150352","6.61865","7.26589","2.8239","1044","7648","thing","The Wolves","2","5","75","75","75","2023","2,3,4","3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Vagabund","Hungarian","2023","Hungarian edition"
"Fedőnevek","178900","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85440415","7.43367","7.52923","1.2572","159","173141","thing","Codenames","2","8","15","15","15","2015","4,5,6,7,8","6,8","10+","Unplayable in another language","","","","","","standalone","","","","",""
"Fedőnevek: Képekkel","198773","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70535157","7.00199","7.17991","1.2398","484","43918","thing","Codenames: Pictures","2","8","15","15","15","2016","4,5,6,7,8","6","8+","No necessary in-game text","","","","","","standalone","","","","",""
"A fehér várkastély","371942","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132149163","7.66605","7.98966","3.0512","76","34355","thing","The White Castle","1","4","80","80","80","2024","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","Reflexshop","Hungarian","2024","Hungarian edition"
"Fekete történetek","18803","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","73946065","5.80687","5.98965","1.2569","4601","10384","thing","Black Stories","2","99","20","20","20","2004","3,4,5,6,7,8,9,10,11","4,5,6","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Fekete történetek Megtörtént esetek","57052","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132150369","5.52033","5.66911","1.2667","18797","2043","thing","Black Stories: Real Crime Edition","2","99","20","20","20","2018","2,3,4,5,6,7,8,9","4,5,6","12+","Unplayable in another language","","","","","","standalone","","Reflexshop","Hungarian","2018","Hungarian edition"
"Felhőváros","313963","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85440428","5.87736","6.44747","1.2745","3943","2572","thing","Cloud City","2","4","60","60","30","2020","2,3,4","2","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Fesztáv","266192","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70535158","7.85559","8.00735","2.4751","38","171145","thing","Wingspan","1","5","70","70","40","2019","1,2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Die Fiesen 7","186302","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","104204061","5.7245","6.37622","1.05","5706","2147","thing","Die Fiesen 7","2","6","25","25","15","2015","3,4,5,6","5","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Fiesta de los Muertos","285253","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132150405","6.12382","6.9812","1.1","2502","3466","thing","Fiesta de los Muertos","4","8","15","15","15","2023","4,5,6,7,8","6,7,8","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"Firkafutam","334379","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132150412","5.98119","7.30526","1","3223","1556","thing","Doodle Dash","3","7","20","20","15","2023","4,5,6,7","5,6,7","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Chilifox Games; Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"Firkaland","136991","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70535161","6.50737","6.86588","1.1875","1276","10577","thing","Loony Quest","2","5","30","30","20","2015","2,3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","","","",""
"First Martians: Adventures on the Red Planet","192455","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85440448","5.97143","6.35833","4.1579","3283","11458","thing","First Martians: Adventures on the Red Planet","1","4","90","90","60","2017","1,2,3,4","1","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Five Tribes: Naquala dzsinnjei","157354","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70535173","7.61097","7.76491","2.8378","93","58437","thing","Five Tribes: The Djinns of Naqala","2","4","80","80","40","2014","2,3,4","2","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Flags around the World","273919","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95909127","0","5.94759","0","0","105","thing","Flags around the World","2","6","60","60","45","2014","","","10+","","","","","","","standalone","","","","",""
"Flamecraft","336986","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","104204417","7.09417","7.38632","2.1857","395","41044","thing","Flamecraft","1","5","60","60","60","2022","1,2,3,4,5","3","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Flash Point: Fire Rescue","100901","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70535181","6.97179","7.14789","2.1976","523","40316","thing","Flash Point: Fire Rescue","2","6","45","45","45","2011","1,2,3,4,5,6","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Flourish","312618","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95907483","5.958","6.67224","1.8511","3368","3952","thing","Flourish","1","7","60","60","20","2021","1,2,3,4,5,6,7","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Formafogó","258314","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85440584","0","6.79167","0","0","24","thing","Go Figure","2","6","30","30","15","2018","","","","","","","","","","standalone","","","","",""
"Four Gardens","296043","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95908626","6.07483","6.89983","2.2642","2726","3624","thing","Four Gardens","2","4","45","45","45","2020","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Foztogatók","258636","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85440588","5.61298","7.06163","1.5","8572","487","thing","Looterz: Rigor Mortis","2","6","40","40","30","2018","2,3,4,5,6","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Framework","353152","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95907890","6.11801","7.01469","1.7778","2532","1890","thing","Framework","1","4","30","30","30","2022","1,2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Frász-karikatúra","283212","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132150452","6.03074","7.07677","1.0741","2942","2934","thing","MonsDRAWsity","3","8","30","30","5","2025","4,5,6,7,8","6","6+","No necessary in-game text","","","","","","standalone","","Reflexshop","Hungarian","2025","Hungarian edition"
"Fröccs","321506","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85440645","5.6189","6.73277","1.52","8327","842","thing","Fröccs","2","6","30","30","30","2020","2,3,4,5,6","3,4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Froggit","301442","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132151167","5.52507","6.48594","1.5","17445","165","thing","Froggit","2","6","20","20","20","2020","","","4+","","","","","","","standalone","","","","",""
"Fruit Passion","176678","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85440679","5.55391","6.82","2.1667","12499","295","thing","Fruit Passion","1","5","25","25","25","2015","1,2,3,4,5","3,4","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Fun Facts","370164","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","104204373","6.35486","7.04319","1.0357","1664","5262","thing","Fun Facts","4","8","30","30","30","2022","4,5,6,7,8","6,7,8","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Furnace","318084","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95907458","7.08291","7.39157","2.322","405","19210","thing","Furnace","2","4","60","60","30","2020","2,3,4","3,4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Fxszfej haverok","306142","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132150461","5.47177","5.33539","1","28437","558","thing","Shitty Friends","3","22","40","40","20","2024","3,4,5,6,7,8,9,10,11,12,13,14,15","6,9,10,11","16+","Unplayable in another language","","","","","","standalone","","Bureau de Juegos; Reflexshop","Hungarian","2024","Hungarian edition"
"G.E.C. - Gátlástalan Elvetemültségek Cenzúrázatlanul","256640","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132150472","5.52617","6.00591","1","17166","772","thing","H.D.P.: Hasta Donde Puedas","4","12","90","90","30","2024","4,5,6,7,8,9,10","5,6,7,8","16+","Unplayable in another language","","","","","","standalone","","Bureau de Juegos; Reflexshop","Hungarian","2024","Hungarian edition"
"Galaxy Trucker","31481","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70535215","7.18931","7.32699","2.3292","310","39675","thing","Galaxy Trucker","2","4","60","60","60","2007","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Ganz Schön Clever","244522","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70535203","7.3667","7.55637","1.8562","197","44855","thing","That's Pretty Clever!","1","4","30","30","30","2018","1,2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Get on Board: New York & London","347013","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","104204337","6.3513","6.94976","1.8906","1675","6011","thing","Get on Board: New York & London","2","5","30","30","30","2022","2,3,4,5","3","8+","No necessary in-game text","","","","","","standalone","","","","",""
"God of War: A kártyajáték","278120","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132150491","5.79816","6.5408","2.5172","4712","3239","thing","God of War: The Card Game","1","4","180","180","90","2020","1,2,3,4","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","CMON Global Limited; Delta Vision Publishing","Hungarian","2020","Hungarian edition"
"Gombaszedés az elvarázsolt erdőben","307380","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85440663","0","4.1875","1","0","14","thing","Granna Mushrooming in The Magic Forest","2","4","0","0","0","2017","2,3,4","4","4–6","","","","","","","standalone","","","","",""
"Gonzaga","57163","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85440667","5.79783","6.59757","2.4699","4716","1141","thing","Gonzaga","2","4","60","60","30","2009","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"El Grande","93","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132150305","7.58879","7.76649","2.9373","99","34007","thing","El Grande","2","5","120","120","60","2024","3,4,5","5","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Gém Klub Kft.","Hungarian","2024","Hungarian edition"
"The Great Dalmuti","929","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70535949","6.31004","6.59526","1.2847","1795","15468","thing","The Great Dalmuti","4","8","60","60","60","1995","5,6,7,8","6,7","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Gulyás","372882","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","104204342","0","7.36364","2","0","21","thing","Gulyás","2","4","30","30","15","2022","","","","","","","","","","standalone","","","","",""
"Gyémántvadászok","15512","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85440673","6.70707","6.84598","1.1155","883","31724","thing","Diamant","3","8","40","40","20","2005","3,4,5,6,7,8","6,7,8","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Gyűrűháború: A kártyajáték","362944","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132150523","6.84666","7.62036","2.9865","686","10489","thing","War of the Ring: The Card Game","2","4","120","120","90","2023","2,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"A Gyűrűk Ura: Párbaj Középföldéért","421006","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132149231","7.91525","8.35993","2.0647","29","32637","thing","The Lord of the Rings: Duel for Middle-earth","2","2","30","30","30","2024","2","2","10+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2024","Hungarian edition"
"Hadara","269144","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70535223","6.94227","7.38547","2.2087","562","9442","thing","Hadara","2","5","60","60","45","2019","2,3,4,5","4,5","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Hadrian's Wall","304783","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95907906","7.41433","7.89092","3.1671","164","16889","thing","Hadrian's Wall","1","6","60","60","30","2021","1,2,3","1","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Halfogócska","8203","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70535225","6.57492","6.70048","1.446","1131","29820","thing","Hey, That's My Fish!","2","4","20","20","20","2003","2,3,4","3","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Hallatlan","359893","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132150537","5.9174","6.73759","1","3653","3382","thing","Sounds Fishy","4","10","30","30","30","2023","5,6,7,8,9,10","6,7,8,9","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Reflexshop","Hungarian","2023","Hungarian edition"
"Halloween","374585","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132151681","0","5.44444","2","0","27","thing","Halloween","2","8","30","30","20","2022","6","6","","","","","","","","standalone","","","","",""
"Hammhalom","371055","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132311586","5.61878","6.48487","1","8332","766","thing","Buffet Boss","1","5","25","25","15","2025","2,3,4,5","3,4","","","","","","","","standalone","","Reflexshop","Hungarian","2025","Hungarian edition"
"Hanabi","98778","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70535258","6.92393","7.03084","1.6917","583","88371","thing","Hanabi","2","5","25","25","25","2010","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Hanamikoji","158600","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","70535270","7.22783","7.45575","1.6771","275","34117","thing","Hanamikoji","2","2","15","15","15","2013","2","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Happy Little Dinosaurs","325414","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95907675","5.80773","6.16207","1.3387","4594","13372","thing","Happy Little Dinosaurs","2","4","60","60","30","2021","3,4","4","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Haramiau szelencéje","364008","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132150571","5.76246","6.91341","1.25","5148","1229","thing","Maudit Mot Dit","3","6","30","30","30","2023","3,4,5,6","4,5","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Reflexshop","Hungarian","2023","Hungarian edition"
"Harmónia","414317","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132150577","7.70794","8.02334","2.0136","67","38350","thing","Harmonies","1","4","45","45","30","2024","1,2,3,4","2,3","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.; Libellud","Hungarian","2024","Hungarian edition"
"Harry Potter: A halálfalók felemelkedése","283211","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","85440800","5.92814","6.89463","2.3333","3575","3373","thing","Harry Potter: Death Eaters Rising","2","4","90","90","45","2019","2,3","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Harry Potter: Hogwarts Battle","199042","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95907944","7.05945","7.34612","2.0879","430","44161","thing","Harry Potter: Hogwarts Battle","2","4","60","60","30","2016","2,3,4","2,4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Harry Potter: Hogwarts Battle – Defence Against the Dark Arts","254192","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95907948","6.32442","7.13142","1.7925","1752","7827","thing","Harry Potter: Hogwarts Battle – Defence Against the Dark Arts","2","2","60","60","30","2019","2","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Heat: Pedal to the Metal","366013","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","108077043","7.79378","8.00631","2.2023","45","53754","thing","Heat: Pedal to the Metal","1","6","60","60","30","2022","1,2,3,4,5,6","5,6","8+","No necessary in-game text","","","","","","standalone","","","","",""
